1:  25¡Â33x4/57=
4782:  46-(33¡Â29)/41=
4783:  87/94+93-55/10=
4784:  (84-14)-16=
4785:  22/58¡Â70¡Â79=
4786:  4¡Â96/2+58=
4787:  97+43¡Â79=
4788:  24¡Â(91/38¡Â82)/14=
4789:  77x45¡Â57/46=
4790:  25¡Â99/63¡Â12=
4791:  53+(51+39)=
4792:  (70¡Â78)x74=
4793:  (11¡Â2)/75¡Â93/70=
4794:  69/31+7/80¡Â54=
4795:  (1/70+94)¡Â4=
4796:  (42+5)x13=
4797:  99-(2+88)/34=
4798:  48x87+2/76=
4799:  19+81¡Â10=
4800:  90¡Â46x39=
4801:  (1+55)/91x82/25=
4802:  17x26-97/78=
4803:  55¡Â(50-44)=
4804:  7x99/1x78=
4805:  53¡Â(75/6+22)/9=
4806:  89+94+100=
4807:  (23x90)+37=
4808:  27x(37+68)/12=
4809:  (7+57)¡Â35/82=
4810:  8/20¡Â37¡Â32/22=
4811:  (82/79x50)x57=
4812:  40x72-39=
4813:  40+(92-1)=
4814:  6x44x86=
4815:  38x77+90=
4816:  28+(14/62¡Â7)=
4817:  (21x63)+64=
4818:  (91x71)x52=
4819:  100+47+64=
4820:  (59x7)-100=
4821:  (53x27)+29=
4822:  (21-18)/20x59=
4823:  79x75x31=
4824:  81+34+64=
4825:  (26x50)¡Â56=
4826:  (37+23)x68=
4827:  25+11x79/94=
4828:  (12¡Â4)+90=
4829:  57¡Â48x97=
4830:  43¡Â(18+18)=
4831:  (49¡Â21)x97=
4832:  (97+19)+90=
4833:  74¡Â35/25x67=
4834:  94¡Â(89x28)=
4835:  41-(31¡Â31)=
4836:  (14x72)+89=
4837:  25+51¡Â17/15=
4838:  97/60+13x25/41=
4839:  (9¡Â37)/76+96=
4840:  (58x35)x10=
4841:  (96-84)x2=
4842:  74¡Â(25x1)=
4843:  31+89+17=
4844:  51+(55x60)/41=
4845:  (50x44)¡Â62=
4846:  (62x59)-53=
4847:  87x(50x61)/62=
4848:  (16¡Â71)x70=
4849:  27-69¡Â40=
4850:  57x12-18/44=
4851:  (46x83)+41=
4852:  68/79x57¡Â20=
4853:  (41¡Â61)x11/55=
4854:  (5+90)-59/86=
4855:  21¡Â2¡Â9=
4856:  (65+23)/15+92=
4857:  20¡Â(85+3)=
4858:  24¡Â(10+35)=
4859:  38¡Â(38x62)=
4860:  74+49¡Â96=
4861:  (68¡Â84)¡Â36=
4862:  16¡Â(30/57+57)=
4863:  18x60/48+54/1=
4864:  28¡Â17/83-48/24=
4865:  (27x10)+40/28=
4866:  (43¡Â6)x87=
4867:  50x6+94=
4868:  1¡Â(81+50)/25=
4869:  (14+32)/60x11=
4870:  10x20/67+68=
4871:  46+19x12=
4872:  79+(7+41)=
4873:  85-4+41=
4874:  63x(23-21)=
4875:  (10¡Â40)+44/22=
4876:  9/36+(50+39)=
4877:  15/69x20/61x96=
4878:  53x(72+65)=
4879:  (77/6x89)/35¡Â74/17=
4880:  94/94¡Â77¡Â16=
4881:  (56+56)+75=
4882:  (60x22)-18/89=
4883:  20/83x19x47=
4884:  71¡Â27+100=
4885:  25¡Â(77¡Â92)/39=
4886:  25x78x40=
4887:  56+36x63=
4888:  8¡Â(24¡Â65)=
4889:  87¡Â(36-23)=
4890:  (30x59)+38=
4891:  (4¡Â86)¡Â51=
4892:  (45+33)/33¡Â46=
4893:  9¡Â15¡Â76=
4894:  27x60+59=
4895:  4+(76+50)/37=
4896:  55/79¡Â69¡Â26=
4897:  47x37¡Â6=
4898:  5x(12/53x28)=
4899:  74x14x15=
4900:  (57+9)x37/90=
4901:  66/19+(57x5)=
4902:  (60¡Â36)x12=
4903:  71+(19/88¡Â80)=
4904:  91/87x(26x29)=
4905:  40+25¡Â77/67=
4906:  6¡Â28¡Â34/54=
4907:  66¡Â68x100/70=
4908:  57-31¡Â21=
4909:  (11x71)+87/75=
4910:  43+(68-7)=
4911:  (91-59)x27=
4912:  (26x56)-26=
4913:  (61¡Â98)+84=
4914:  56x68¡Â29=
4915:  (95¡Â88)+42=
4916:  90x(25/25x56)/100=
4917:  90+3/54-26=
4918:  68x(97¡Â35)/86=
4919:  65-75¡Â63=
4920:  19+30+89=
4921:  (46+87)-14=
4922:  16/78x(78-2)=
4923:  38x38x39=
4924:  91¡Â11¡Â79/72=
4925:  46¡Â(1x75)=
4926:  (29/29x98)/95¡Â11=
4927:  (46/100¡Â33)x26=
4928:  41¡Â32+83=
4929:  (82+5)+11=
4930:  (7x41)¡Â3/1=
4931:  11/36x(96¡Â85)=
4932:  (27+45)x100=
4933:  37-(41-26)/35=
4934:  41-(25+15)=
4935:  39¡Â95¡Â59=
4936:  84¡Â(20/99x51)=
4937:  (86/97+23)+16=
4938:  87-4+11=
4939:  (94¡Â73)¡Â56=
4940:  (12+6)+71=
4941:  100+(68¡Â71)=
4942:  (69-46)¡Â3=
4943:  38x(4¡Â49)=
4944:  75x82/29+91=
4945:  82¡Â(26+39)=
4946:  8x(39/4+40)=
4947:  1x(65-20)/6=
4948:  56x(62-33)=
4949:  (50+41)x16=
4950:  (55+66)¡Â3=
4951:  48+(16x50)=
4952:  19+(82+6)=
4953:  33/77+36/16x45=
4954:  93+2-81=
4955:  (86+8)+97=
4956:  (35¡Â23)-46/96=
4957:  14/9¡Â(55¡Â82)/95=
4958:  46¡Â25+68=
4959:  19/20x3x42=
4960:  47x36x72=
4961:  78+(18+12)=
4962:  (2+40)¡Â66=
4963:  91-8+82=
4964:  64+(16+86)=
4965:  7+73+12=
4966:  (41+34)¡Â90=
4967:  6x77x88=
4968:  6+60¡Â3=
4969:  65+81-32=
4970:  36-72¡Â65=
4971:  92+(1¡Â30)=
4972:  64-50+87=
4973:  72-9+67=
4974:  (15-4)x75/4=
4975:  6¡Â18¡Â96=
4976:  (34+47)/61¡Â30/85=
4977:  (61/2+96)+61/79=
4978:  27+53¡Â61=
4979:  15/29¡Â7+54=
4980:  (49x26)x26=
4981:  (15¡Â59)/87¡Â83=
4982:  (77-71)+36/34=
4983:  99+(78/22+46)=
4984:  56¡Â(88¡Â74)/83=
4985:  (63-20)x63=
4986:  91x(23¡Â97)=
4987:  40x23x84=
4988:  (87-53)/7x11=
4989:  99¡Â44-73/58=
4990:  83-14-43=
4991:  94-15/60-29=
4992:  (62-46)¡Â9=
4993:  (62¡Â19)/8¡Â86=
4994:  25x(13x31)=
4995:  48¡Â4+16=
4996:  (88x95)¡Â61=
4997:  (59x92)+38=
4998:  34x(11+97)=
4999:  71/80x(90/25+38)=
5000:  (39/35x47)x2/46=
5001:  53/66¡Â15¡Â35=
5002:  35x42+83=
5003:  20/79+66¡Â40=
5004:  68+(51x55)=
5005:  (82+9)¡Â99=
5006:  (91/88¡Â18)+4=
5007:  29¡Â(55+75)/70=
5008:  78+74-26=
5009:  88¡Â(65-58)=
5010:  (88+56)¡Â40=
5011:  (24/60+78)¡Â34/30=
5012:  34/24x(73+49)=
5013:  (13¡Â28)x31/6=
5014:  (32-22)+5=
5015:  (49-46)/33+42=
5016:  (100-61)¡Â21=
5017:  34/94¡Â86/6¡Â44=
5018:  (65/99x65)¡Â1=
5019:  55-(61¡Â14)=
5020:  (71¡Â88)x75=
5021:  61+62x62=
5022:  95x64+63=
5023:  90+(55x55)/7=
5024:  85/8+96+71=
5025:  70x91-42/38=
5026:  87+64-75=
5027:  (93/34x73)+96=
5028:  (11x72)¡Â66=
5029:  47x46+32=
5030:  86x(58x91)=
5031:  62x(59-17)=
5032:  24¡Â(72+13)=
5033:  68+39¡Â98/42=
5034:  53+68-54=
5035:  99+2+41=
5036:  (31¡Â82)x85=
5037:  86-(23+12)=
5038:  1¡Â(82-72)=
5039:  76¡Â63+42=
5040:  (54+57)+35/77=
5041:  90+(85+58)=
5042:  46-(67¡Â81)=
5043:  56/29+(92¡Â68)=
5044:  (38-20)/13+62=
5045:  (26x4)+69=
5046:  (100¡Â13)¡Â10=
5047:  60/62x(88+86)=
5048:  82x24-98=
5049:  (85+4)x23/66=
5050:  18/52¡Â69+39/75=
5051:  12x53+65=
5052:  86-91¡Â5=
5053:  35+(92-70)=
5054:  (22x58)-20=
5055:  (13+75)+7=
5056:  (57/43+69)¡Â3=
5057:  33/86¡Â26x31=
5058:  (57x40)+52/4=
5059:  53x8¡Â52/2=
5060:  93+48x17=
5061:  78+35-53=
5062:  61/24+24/42-1=
5063:  92¡Â97/44+63=
5064:  56+(16+54)=
5065:  (72-63)+59=
5066:  39+75-20=
5067:  (63-7)+53=
5068:  (66-31)+78=
5069:  4+4+52=
5070:  (16/25+94)/91¡Â23=
5071:  96+47-80=
5072:  45+84+1=
5073:  (21+8)¡Â80=
5074:  42¡Â86x10=
5075:  (55¡Â9)¡Â49=
5076:  (18/84¡Â42)+41=
5077:  81x(85+98)=
5078:  98+7+88=
5079:  94x(82-39)=
5080:  55-(40-17)/73=
5081:  46+27+32=
5082:  17¡Â70¡Â35=
5083:  (18/86¡Â17)/25+26=
5084:  43x70/50x26=
5085:  95-(30-28)/1=
5086:  (30/53x30)x6=
5087:  81¡Â29x86=
5088:  75+(88-2)=
5089:  (66x33)¡Â62/67=
5090:  81¡Â(66+5)=
5091:  (24x77)-83=
5092:  (3x24)¡Â50/46=
5093:  (90/65¡Â29)x59=
5094:  57/99¡Â(32x38)=
5095:  (60+35)x23=
5096:  71+(36x9)=
5097:  50x(88¡Â69)/41=
5098:  27+(72x2)=
5099:  18x(65x19)=
5100:  75+78+72=
5101:  (80¡Â48)¡Â26=
5102:  13+22x43=
5103:  34/96¡Â(6+25)=
5104:  (27/31x49)+92=
5105:  47+(22x61)=
5106:  69¡Â28+52/78=
5107:  14¡Â13¡Â21=
5108:  (19x2)+16=
5109:  72¡Â(10x73)=
5110:  97+86¡Â100=
5111:  (96x62)+13=
5112:  3+8¡Â2=
5113:  23/42x63/25+96/7=
5114:  30-31¡Â18=
5115:  84/16-(38/47¡Â78)=
5116:  51¡Â(56x81)/68=
5117:  61+(39/21¡Â43)=
5118:  16¡Â(1x57)/29=
5119:  (77-26)+18=
5120:  (53/39+59)/33¡Â9=
5121:  93+(3x75)=
5122:  67¡Â(40¡Â80)=
5123:  (93+18)x60=
5124:  85/68+25/80+37=
5125:  85-69/44-68=
5126:  48+4¡Â58=
5127:  84/84+98-75=
5128:  77¡Â80x77=
5129:  18-(59¡Â89)=
5130:  28x26¡Â10=
5131:  41x(70/13+26)=
5132:  (3¡Â50)¡Â61=
5133:  61¡Â(82x79)=
5134:  (17+97)+31/2=
5135:  82-(41¡Â82)=
5136:  (21/29¡Â100)/5+50=
5137:  77+(39+15)/24=
5138:  (89-62)¡Â51=
5139:  43/57x(12-3)=
5140:  (21x60)x27=
5141:  44/48+(65x99)=
5142:  (51x99)/22+11=
5143:  72x(92¡Â1)=
5144:  94x92¡Â39=
5145:  (97x51)/80x79=
5146:  37+95x81=
5147:  (11-3)x70=
5148:  96+(19+78)=
5149:  71¡Â32/11x75=
5150:  (26+43)x2=
5151:  20¡Â(45x32)/87=
5152:  (47+10)¡Â15=
5153:  (35/52+35)+40=
5154:  92-86+79=
5155:  (29+62)+54=
5156:  89¡Â94/74+18/93=
5157:  4x95/43x8=
5158:  5x44x46=
5159:  44/28x(29+5)=
5160:  88¡Â43¡Â15/2=
5161:  66-64¡Â62=
5162:  (56+7)+13=
5163:  (69x65)/29x54=
5164:  18-(62/93x21)=
5165:  (60+42)x44/93=
5166:  77+7x75=
5167:  46/92¡Â(44+96)=
5168:  87¡Â21x79/96=
5169:  (29/31¡Â78)+53=
5170:  9-(77-2)/88=
5171:  (15¡Â3)x54=
5172:  2+71¡Â45=
5173:  55+(39¡Â66)=
5174:  39+92+76=
5175:  90x4+46=
5176:  57/57+97/80+34=
5177:  38/6+(5+74)=
5178:  (30/24¡Â84)x76=
5179:  87+47/28-81=
5180:  68¡Â(33¡Â89)/26=
5181:  (44x14)-89=
5182:  15/66x(52x69)/81=
5183:  (18x80)-45=
5184:  83/60¡Â21¡Â58/71=
5185:  (86+99)x96=
5186:  (55x66)-3=
5187:  86¡Â(82x41)=
5188:  23/49¡Â67+22=
5189:  63x46/68+8=
5190:  (41x31)x100=
5191:  59+35-9/16=
5192:  19¡Â(31x46)=
5193:  (19x6)/51¡Â83=
5194:  (60x26)x64=
5195:  34-(4¡Â26)=
5196:  (22x97)-55/19=
5197:  63¡Â(22-12)=
5198:  (91-82)+46/98=
5199:  88+(60¡Â52)=
5200:  97¡Â7+43/68=
5201:  43-(7¡Â46)=
5202:  (87¡Â31)+39=
5203:  46x22x59=
5204:  98¡Â34+33=
5205:  64x(18+17)=
5206:  90+(5/2+73)=
5207:  8¡Â22+89=
5208:  (66-21)¡Â22/33=
5209:  41+(27/9x54)=
5210:  (50/48+37)¡Â43/41=
5211:  91¡Â37/97x89/71=
5212:  90/11¡Â59¡Â80/35=
5213:  (3x24)¡Â90=
5214:  44¡Â82/94x41=
5215:  (92+11)x92/26=
5216:  (66/59+19)¡Â36=
5217:  4x76x35=
5218:  5/89+(98+42)=
5219:  90x(69¡Â88)=
5220:  94x(80+29)=
5221:  54x(26/8x65)=
5222:  (67¡Â32)/67x27/77=
5223:  69¡Â(29/10x3)=
5224:  69-(33¡Â24)=
5225:  36+(89¡Â27)=
5226:  (71-63)x71=
5227:  (79x53)x6=
5228:  37/24¡Â(49/85¡Â90)=
5229:  (100-32)x97=
5230:  (68x35)/43x34/30=
5231:  80x(71x20)=
5232:  48¡Â4x63=
5233:  (61¡Â85)x82/79=
5234:  76/75x55-36/74=
5235:  (88-40)-37=
5236:  64/97x87+3=
5237:  58x82/62-42/46=
5238:  (17/86¡Â48)/93+58/12=
5239:  68x32+98=
5240:  (90-77)/16+43/63=
5241:  (36x63)-97=
5242:  43x61-90/51=
5243:  42x51/52¡Â97=
5244:  (17x29)¡Â84=
5245:  68x95x68=
5246:  36x(83x73)=
5247:  (91/1x6)-89/30=
5248:  (71¡Â37)¡Â73/7=
5249:  88+(79-52)/59=
5250:  56/72+48¡Â26/73=
5251:  (13/28¡Â10)+46=
5252:  66x69/30x32=
5253:  80¡Â(26/58¡Â90)=
5254:  42+74x90=
5255:  93x(65-59)=
5256:  2+(5x60)=
5257:  (1x76)+80=
5258:  (83¡Â34)x86=
5259:  (87-72)x8=
5260:  60¡Â3+13=
5261:  (39+22)+64/11=
5262:  (44¡Â3)+45/78=
5263:  40-(89-71)=
5264:  36+(39¡Â1)/57=
5265:  36x(32+38)=
5266:  (95x79)+92/35=
5267:  (26x89)/89+18=
5268:  45-41+2/70=
5269:  (32+29)¡Â4=
5270:  90/10+(1¡Â58)/93=
5271:  16x(48-35)=
5272:  63x19+1=
5273:  (84¡Â68)-24/52=
5274:  27+12/55-25=
5275:  3+(96+69)=
5276:  83-(7x46)/60=
5277:  39-14/13¡Â25=
5278:  (33¡Â23)/100+35=
5279:  63x(80-16)=
5280:  13+(69¡Â3)=
5281:  (36+14)/85¡Â35=
5282:  67¡Â87/82x49=
5283:  53x(5/37¡Â75)=
5284:  67x59+16=
5285:  50+(73¡Â16)/56=
5286:  (81x86)-7/74=
5287:  (78x80)-90=
5288:  (36+40)x29=
5289:  84¡Â(46-1)=
5290:  82/75+(2x25)=
5291:  (28+60)-16=
5292:  (40¡Â73)¡Â100=
5293:  51/33x23+54=
5294:  7x65+14=
5295:  (86-73)/94¡Â68=
5296:  79-(63/20+18)=
5297:  25x(87/33+73)=
5298:  21+(87x21)=
5299:  45¡Â67+65=
5300:  94/90+(35¡Â55)=
5301:  89/3¡Â32+20=
5302:  (9+44)/95x45/81=
5303:  (5+82)/65+17=
5304:  86/80-21¡Â37=
5305:  97/18x28¡Â7=
5306:  (69x51)/98¡Â33/59=
5307:  98+75¡Â29=
5308:  43¡Â2x2/22=
5309:  35¡Â14/70x94/56=
5310:  30+(16+23)=
5311:  (43/17+61)/15+40=
5312:  (59-46)-63/40=
5313:  49/81¡Â45x47=
5314:  30¡Â(99x43)=
5315:  (45-11)+29/91=
5316:  88+3¡Â25=
5317:  65x(28+19)=
5318:  87+45¡Â56=
5319:  7¡Â(70x19)=
5320:  60/49x(45-35)=
5321:  96+(73+5)=
5322:  36+20/52¡Â98=
5323:  31x(4¡Â44)=
5324:  87x(91+20)/70=
5325:  70/99¡Â(34+18)=
5326:  98x(82+3)=
5327:  62x(54/48x46)/11=
5328:  24+92+62=
5329:  93/90x(55¡Â31)=
5330:  25-30¡Â3=
5331:  84+(2/83x34)=
5332:  (14x49)¡Â63=
5333:  (61-46)¡Â73/100=
5334:  64-21x77/85=
5335:  62¡Â(22+26)=
5336:  42+75x85/84=
5337:  9-74¡Â80=
5338:  (48¡Â2)/22¡Â81=
5339:  (32+82)/44+5=
5340:  12x72+92=
5341:  61-38/55-31=
5342:  80-89¡Â83=
5343:  31x1/69x23=
5344:  87/14x83+13=
5345:  (81+36)x72=
5346:  39+(9/45x96)=
5347:  60¡Â63/88x3=
5348:  93/1x54¡Â85/43=
5349:  21+11/51x28/6=
5350:  (66¡Â19)/97¡Â67/67=
5351:  56¡Â10/25¡Â90=
5352:  7¡Â85/50+77=
5353:  39-79¡Â75=
5354:  2/99+72¡Â16/56=
5355:  53¡Â22/15-17=
5356:  (42/63¡Â43)+29=
5357:  37/26¡Â(20/43+37)=
5358:  90+1x81/69=
5359:  97x(16¡Â57)=
5360:  96-25/16+85=
5361:  43¡Â(32+75)=
5362:  98¡Â(21+65)=
5363:  26-(6¡Â35)=
5364:  51+73¡Â59/81=
5365:  37x(29+28)=
5366:  90¡Â2x30=
5367:  20+60¡Â80=
5368:  (98-93)/7¡Â62=
5369:  82/11+(24/5¡Â97)=
5370:  14/24+82/4¡Â8/21=
5371:  (96/74¡Â17)x97=
5372:  (55¡Â88)x74=
5373:  45-22+44=
5374:  94x(94+77)=
5375:  (45x44)/39x89/29=
5376:  (88¡Â58)x39=
5377:  82/88x30/66+92=
5378:  (43+35)+57/16=
5379:  (68+54)+55=
5380:  90/87-(10¡Â53)/83=
5381:  12+30¡Â94=
5382:  (5¡Â79)+18=
5383:  57-42-37/15=
5384:  (97+65)/70¡Â96=
5385:  (72-6)¡Â75=
5386:  (50/79+37)-17=
5387:  (48¡Â63)¡Â55=
5388:  47x(93-65)=
5389:  (22¡Â56)¡Â46=
5390:  55/88x(93-18)/63=
5391:  98+38/62x71=
5392:  60+65¡Â8=
5393:  (30+10)x4=
5394:  (92+96)+98=
5395:  83x3¡Â45/83=
5396:  (52/56+28)+11=
5397:  18¡Â47x71/30=
5398:  (21+82)-47=
5399:  (68x84)/10-82=
5400:  (4¡Â99)/83¡Â73=
5401:  50+64-1=
5402:  (86+98)-6=
5403:  (67/48¡Â6)+89/62=
5404:  63+(38/79x59)=
5405:  (4x76)¡Â10=
5406:  78x(59x34)=
5407:  (44+38)x68=
5408:  6/11x(92+33)=
5409:  53/75¡Â(48/84+64)=
5410:  41x(6x76)=
5411:  93+65+98/19=
5412:  12x(70x32)=
5413:  1/97¡Â(35/3¡Â61)=
5414:  52x(52+54)=
5415:  (31+79)+72=
5416:  85+(25x3)=
5417:  15/34¡Â6¡Â36/14=
5418:  (67¡Â74)+86/59=
5419:  5¡Â75/54¡Â96=
5420:  (51/48¡Â90)¡Â30=
5421:  52x25¡Â19=
5422:  (89x98)/44+44=
5423:  56x73+77=
5424:  (78x35)¡Â54=
5425:  49+47-73=
5426:  (41-31)x93=
5427:  97x(78¡Â90)=
5428:  2x(94¡Â8)/34=
5429:  50/25+(49¡Â37)/31=
5430:  (11x87)¡Â69=
5431:  43+49x73=
5432:  17¡Â94¡Â32=
5433:  30x65-81=
5434:  (28+83)x38=
5435:  51¡Â(75+95)=
5436:  100x91x82=
5437:  76x79-8=
5438:  (43+71)¡Â46=
5439:  39x(69/1¡Â53)=
5440:  33+89¡Â77=
5441:  36+47-61=
5442:  36/58x25+19/36=
5443:  97+(42¡Â83)=
5444:  64¡Â(82-47)=
5445:  51x29x27=
5446:  (40+4)+7=
5447:  (34x16)¡Â94/58=
5448:  27/91x(16x4)=
5449:  (16x53)-73=
5450:  60-7/42¡Â69=
5451:  (28-21)/100x46=
5452:  87x(37+45)=
5453:  80-83¡Â70=
5454:  95¡Â44/56+82=
5455:  (31x86)x1/94=
5456:  55-(89/9+85)/40=
5457:  14+44/60+78=
5458:  (96¡Â89)¡Â84/100=
5459:  (87-78)¡Â2=
5460:  67+(4¡Â78)=
5461:  77¡Â47x54=
5462:  54¡Â(13/14x84)/42=
5463:  (91+47)+8=
5464:  69+70x55=
5465:  91+28-13/56=
5466:  34+(12¡Â46)=
5467:  48x57+65=
5468:  77+(18+16)=
5469:  (83-76)/86x70=
5470:  (57+33)-46=
5471:  83+(8¡Â1)=
5472:  63/84x8x15=
5473:  48/80x(10/64¡Â14)=
5474:  96-(21¡Â70)=
5475:  (42+91)+26/28=
5476:  92x72/26-78=
5477:  (64/27+51)x67=
5478:  (45¡Â42)/92x70=
5479:  14+(9+82)=
5480:  (77+94)+73=
5481:  43+(68x48)=
5482:  48x19+91/9=
5483:  (67/50¡Â87)¡Â41=
5484:  72-(73/83¡Â94)=
5485:  46+83/64x20=
5486:  44¡Â(84¡Â19)=
5487:  80/85x70+67=
5488:  (45/14+40)¡Â47=
5489:  63-91¡Â50=
5490:  (17x87)¡Â37=
5491:  16¡Â93x3=
5492:  (95x82)/3+17=
5493:  99¡Â(52+17)=
5494:  53/17x(27x13)=
5495:  72/10¡Â42x76/2=
5496:  95/42x10+74=
5497:  (26¡Â28)¡Â34=
5498:  31/30x16-89/29=
5499:  80+45-14=
5500:  80x(93x84)/12=
5501:  (95¡Â23)x87=
5502:  51-27/46+89=
5503:  (34+64)+25=
5504:  (23+8)¡Â92=
5505:  37¡Â31¡Â22=
5506:  3x74x24=
5507:  94+(45¡Â88)/84=
5508:  57x(38+47)/92=
5509:  19¡Â20x76=
5510:  78+(47/72¡Â33)=
5511:  46+92/28x74/61=
5512:  83+39/7+99=
5513:  82-(39+37)/50=
5514:  82¡Â(39x47)=
5515:  (94-29)/60x50=
5516:  84¡Â42+66=
5517:  52-2/26-85/96=
5518:  18+(28¡Â9)=
5519:  88-21-49=
5520:  45¡Â70+57/89=
5521:  55+59+48=
5522:  49¡Â22¡Â49/96=
5523:  100/71¡Â(40/52¡Â75)=
5524:  62¡Â(68¡Â83)=
5525:  60+(24+15)=
5526:  49x57+22=
5527:  51¡Â8¡Â24/41=
5528:  43x(68-65)=
5529:  (89¡Â58)¡Â22=
5530:  (34/6¡Â68)¡Â41/15=
5531:  54+(12+36)=
5532:  80/29-(32¡Â61)=
5533:  50x8+55=
5534:  66-83/56-61=
5535:  19/90¡Â(23¡Â34)=
5536:  60/65x42x22=
5537:  89/65+(94+98)=
5538:  75+(78+79)/1=
5539:  (89+77)x49=
5540:  (59-13)+75=
5541:  49x55-54/32=
5542:  23/23+(58+70)=
5543:  18x34/53¡Â31=
5544:  79x56/21-74/80=
5545:  (100x29)x27/69=
5546:  87-21+51/50=
5547:  55-39/37+8=
5548:  (66¡Â12)+4/67=
5549:  27+(21+72)=
5550:  99-(30¡Â24)=
5551:  78+(21¡Â9)=
5552:  32+(34¡Â15)=
5553:  79/6x11/63+31/52=
5554:  70x72-66=
5555:  75-7/67¡Â15=
5556:  26x(52x17)=
5557:  59x48/16-18=
5558:  (96-55)-23=
5559:  24¡Â(56¡Â45)/89=
5560:  (93x44)+94=
5561:  42¡Â(43-39)/78=
5562:  (40-21)¡Â60=
5563:  (77¡Â9)x72=
5564:  51+(32+7)=
5565:  (16+84)x7=
5566:  10¡Â39x2=
5567:  86-(77¡Â45)=
5568:  (52x64)x33=
5569:  58-(40/74x21)/6=
5570:  65x57+71/53=
5571:  85-(71¡Â97)/68=
5572:  (70¡Â79)+76=
5573:  (47+31)¡Â78=
5574:  (65x48)-25=
5575:  (37+62)x23=
5576:  33¡Â(56x61)/12=
5577:  65¡Â(79/21+7)=
5578:  38/74¡Â(48/97x4)=
5579:  19+(23+78)=
5580:  30¡Â(88x47)/45=
5581:  100+1/7x34=
5582:  (60+86)-52=
5583:  55x70-47=
5584:  99x100+37/33=
5585:  (80-53)¡Â100=
5586:  13/5+(53¡Â87)=
5587:  (84-6)+21/48=
5588:  26x(17+91)=
5589:  26+(92x16)/77=
5590:  41x65/43x82=
5591:  77¡Â5¡Â50=
5592:  81¡Â(95¡Â62)=
5593:  42/17x31-61/5=
5594:  100¡Â(69¡Â21)=
5595:  8+30+12=
5596:  (41/21+80)x89=
5597:  78x1/75x86/89=
5598:  40+(81/24x92)=
5599:  (25x48)x4/65=
5600:  39¡Â78x62=
5601:  (48¡Â91)¡Â63=
5602:  (63x80)/24+33=
5603:  71¡Â45x100=
5604:  98¡Â46+86=
5605:  (58+71)¡Â65=
5606:  (16+42)x64=
5607:  48+(37x42)=
5608:  (20x88)+95/44=
5609:  51/96¡Â(100-21)=
5610:  35x(44¡Â18)=
5611:  (91/13x88)-82=
5612:  (35/50¡Â1)¡Â46=
5613:  10/13+(35-20)/71=
5614:  (41+26)/72+12=
5615:  37¡Â10¡Â57/95=
5616:  (74x6)x17=
5617:  50/42¡Â58¡Â8=
5618:  59+33-60=
5619:  97x39/4¡Â84=
5620:  51x28x85/58=
5621:  54¡Â70/87¡Â3=
5622:  (77-61)¡Â31=
5623:  47x(22+30)/15=
5624:  91¡Â(34-28)=
5625:  42-79/81x14=
5626:  (9¡Â81)+96=
5627:  34x(46x33)=
5628:  87x20x18=
5629:  37+(10/60+17)=
5630:  53/5x47+31=
5631:  (98+72)¡Â81/41=
5632:  82-43/32x46=
5633:  (49x98)-1=
5634:  68¡Â33x4=
5635:  40x(97/5x76)=
5636:  (46/76x17)x31=
5637:  14/84x(6/27+53)=
5638:  15x(62x91)=
5639:  15¡Â(77x83)=
5640:  98x(8x64)=
5641:  23-80¡Â79=
5642:  (56/89+47)x6=
5643:  13+(6+34)=
5644:  89x23/87-9=
5645:  42-92/53+6=
5646:  58-(56x9)/39=
5647:  55+25+44/27=
5648:  32x(88/82¡Â32)=
5649:  67x(86+30)=
5650:  (10¡Â30)x88=
5651:  (18¡Â91)/58x46=
5652:  100+92x17=
5653:  68+8-74=
5654:  35¡Â76+80=
5655:  (96-27)/34x22=
5656:  66/29¡Â26+32=
5657:  78-38+37=
5658:  92+11/79+94=
5659:  (43+24)/25x46=
5660:  27/14-23¡Â40=
5661:  95¡Â63x79/70=
5662:  (33¡Â21)x3=
5663:  (33¡Â38)+26=
5664:  58-(4¡Â35)=
5665:  9x7/49x4=
5666:  22/26x78x23=
5667:  66¡Â(88x62)=
5668:  (60¡Â70)¡Â62=
5669:  (72+46)/50x24/17=
5670:  72x(38-15)/75=
5671:  90/23¡Â5/12x64/92=
5672:  66-(45¡Â98)=
5673:  (85¡Â50)¡Â61=
5674:  (21x27)/29¡Â80/78=
5675:  41+8-17=
5676:  32x55¡Â63/45=
5677:  28/68x(55x37)=
5678:  84x92+89/76=
5679:  13-(62¡Â14)=
5680:  2+96/56+16/37=
5681:  58-(34¡Â62)=
5682:  26¡Â(20/19¡Â44)=
5683:  32x(42x29)/17=
5684:  26x(77-18)=
5685:  (67/22+5)+54=
5686:  (98x36)¡Â89=
5687:  (33¡Â98)x72/12=
5688:  78-45¡Â89=
5689:  84¡Â(46+44)=
5690:  47¡Â100x54=
5691:  98+(41+34)=
5692:  77/64¡Â78¡Â1=
5693:  14¡Â29+13=
5694:  72¡Â25/23¡Â74=
5695:  70x92/29x28=
5696:  (40+16)+89=
5697:  10¡Â(69¡Â26)=
5698:  (2¡Â21)/11+32=
5699:  (56/66+92)+44=
5700:  52/41+36¡Â47=
5701:  99/12x(12/69+93)=
5702:  (43x71)¡Â47=
5703:  84+53/28+87/49=
5704:  (65x41)x55=
5705:  (21x39)x36=
5706:  (19/67+87)x72=
