1:  25¡Â33x4/57=100/1881
5129:  18-(59¡Â89)=17¡¯30/89
5130:  28x26¡Â10=72¡¯4/5
5131:  41x(70/13+26)=1286¡¯10/13
5132:  (3¡Â50)¡Â61=3/3050
5133:  61¡Â(82x79)=61/6478
5134:  (17+97)+31/2=129¡¯1/2
5135:  82-(41¡Â82)=81¡¯1/2
5136:  (21/29¡Â100)/5+50=50¡¯21/14500
5137:  77+(39+15)/24=79¡¯1/4
5138:  (89-62)¡Â51=9/17
5139:  43/57x(12-3)=6¡¯15/19
5140:  (21x60)x27=34020
5141:  44/48+(65x99)=6435¡¯11/12
5142:  (51x99)/22+11=240¡¯1/2
5143:  72x(92¡Â1)=6624
5144:  94x92¡Â39=221¡¯29/39
5145:  (97x51)/80x79=4885¡¯13/80
5146:  37+95x81=7732
5147:  (11-3)x70=560
5148:  96+(19+78)=193
5149:  71¡Â32/11x75=1830¡¯15/32
5150:  (26+43)x2=138
5151:  20¡Â(45x32)/87=1¡¯5/24
5152:  (47+10)¡Â15=3¡¯4/5
5153:  (35/52+35)+40=75¡¯35/52
5154:  92-86+79=85
5155:  (29+62)+54=145
5156:  89¡Â94/74+18/93=70¡¯375/1457
5157:  4x95/43x8=70¡¯30/43
5158:  5x44x46=10120
5159:  44/28x(29+5)=53¡¯3/7
5160:  88¡Â43¡Â15/2=176/645
5161:  66-64¡Â62=64¡¯30/31
5162:  (56+7)+13=76
5163:  (69x65)/29x54=8351¡¯11/29
5164:  18-(62/93x21)=4
5165:  (60+42)x44/93=48¡¯8/31
5166:  77+7x75=602
5167:  46/92¡Â(44+96)=1/280
5168:  87¡Â21x79/96=3¡¯275/672
5169:  (29/31¡Â78)+53=53¡¯29/2418
5170:  9-(77-2)/88=8¡¯13/88
5171:  (15¡Â3)x54=270
5172:  2+71¡Â45=3¡¯26/45
5173:  55+(39¡Â66)=55¡¯13/22
5174:  39+92+76=207
5175:  90x4+46=406
5176:  57/57+97/80+34=36¡¯17/80
5177:  38/6+(5+74)=85¡¯1/3
5178:  (30/24¡Â84)x76=1¡¯11/84
5179:  87+47/28-81=7¡¯19/28
5180:  68¡Â(33¡Â89)/26=4768¡¯8/33
5181:  (44x14)-89=527
5182:  15/66x(52x69)/81=10¡¯20/297
5183:  (18x80)-45=1395
5184:  83/60¡Â21¡Â58/71=5893/73080
5185:  (86+99)x96=17760
5186:  (55x66)-3=3627
5187:  86¡Â(82x41)=43/1681
5188:  23/49¡Â67+22=22¡¯23/3283
5189:  63x46/68+8=50¡¯21/34
5190:  (41x31)x100=127100
5191:  59+35-9/16=93¡¯7/16
5192:  19¡Â(31x46)=19/1426
5193:  (19x6)/51¡Â83=38/1411
5194:  (60x26)x64=99840
5195:  34-(4¡Â26)=33¡¯11/13
5196:  (22x97)-55/19=2131¡¯2/19
5197:  63¡Â(22-12)=6¡¯3/10
5198:  (91-82)+46/98=9¡¯23/49
5199:  88+(60¡Â52)=89¡¯2/13
5200:  97¡Â7+43/68=14¡¯233/476
5201:  43-(7¡Â46)=42¡¯39/46
5202:  (87¡Â31)+39=41¡¯25/31
5203:  46x22x59=59708
5204:  98¡Â34+33=35¡¯15/17
5205:  64x(18+17)=2240
5206:  90+(5/2+73)=165¡¯1/2
5207:  8¡Â22+89=89¡¯4/11
5208:  (66-21)¡Â22/33=67¡¯1/2
5209:  41+(27/9x54)=203
5210:  (50/48+37)¡Â43/41=36¡¯281/1032
5211:  91¡Â37/97x89/71=299¡¯130/2627
5212:  90/11¡Â59¡Â80/35=315/5192
5213:  (3x24)¡Â90=4/5
5214:  44¡Â82/94x41=2068
5215:  (92+11)x92/26=364¡¯6/13
5216:  (66/59+19)¡Â36=1187/2124
5217:  4x76x35=10640
5218:  5/89+(98+42)=140¡¯5/89
5219:  90x(69¡Â88)=70¡¯25/44
5220:  94x(80+29)=10246
5221:  54x(26/8x65)=11407¡¯1/2
5222:  (67¡Â32)/67x27/77=27/2464
5223:  69¡Â(29/10x3)=7¡¯27/29
5224:  69-(33¡Â24)=67¡¯5/8
5225:  36+(89¡Â27)=39¡¯8/27
5226:  (71-63)x71=568
5227:  (79x53)x6=25122
5228:  37/24¡Â(49/85¡Â90)=240¡¯135/196
5229:  (100-32)x97=6596
5230:  (68x35)/43x34/30=62¡¯94/129
5231:  80x(71x20)=113600
5232:  48¡Â4x63=756
5233:  (61¡Â85)x82/79=5002/6715
5234:  76/75x55-36/74=55¡¯137/555
5235:  (88-40)-37=11
5236:  64/97x87+3=60¡¯39/97
5237:  58x82/62-42/46=75¡¯568/713
5238:  (17/86¡Â48)/93+58/12=4¡¯319937/383904
5239:  68x32+98=2274
5240:  (90-77)/16+43/63=1¡¯499/1008
5241:  (36x63)-97=2171
5242:  43x61-90/51=2621¡¯4/17
5243:  42x51/52¡Â97=1071/2522
5244:  (17x29)¡Â84=5¡¯73/84
5245:  68x95x68=439280
5246:  36x(83x73)=218124
5247:  (91/1x6)-89/30=543¡¯1/30
5248:  (71¡Â37)¡Â73/7=497/2701
5249:  88+(79-52)/59=88¡¯27/59
5250:  56/72+48¡Â26/73=135¡¯64/117
5251:  (13/28¡Â10)+46=46¡¯13/280
5252:  66x69/30x32=4857¡¯3/5
5253:  80¡Â(26/58¡Â90)=16061¡¯7/13
5254:  42+74x90=6702
5255:  93x(65-59)=558
5256:  2+(5x60)=302
5257:  (1x76)+80=156
5258:  (83¡Â34)x86=209¡¯16/17
5259:  (87-72)x8=120
5260:  60¡Â3+13=33
5261:  (39+22)+64/11=66¡¯9/11
5262:  (44¡Â3)+45/78=15¡¯19/78
5263:  40-(89-71)=22
5264:  36+(39¡Â1)/57=36¡¯13/19
5265:  36x(32+38)=2520
5266:  (95x79)+92/35=7507¡¯22/35
5267:  (26x89)/89+18=44
5268:  45-41+2/70=4¡¯1/35
5269:  (32+29)¡Â4=15¡¯1/4
5270:  90/10+(1¡Â58)/93=9¡¯1/5394
5271:  16x(48-35)=208
5272:  63x19+1=1198
5273:  (84¡Â68)-24/52=171/221
5274:  27+12/55-25=2¡¯12/55
5275:  3+(96+69)=168
5276:  83-(7x46)/60=77¡¯19/30
5277:  39-14/13¡Â25=38¡¯311/325
5278:  (33¡Â23)/100+35=35¡¯33/2300
5279:  63x(80-16)=4032
5280:  13+(69¡Â3)=36
5281:  (36+14)/85¡Â35=2/119
5282:  67¡Â87/82x49=3094¡¯28/87
5283:  53x(5/37¡Â75)=53/555
5284:  67x59+16=3969
5285:  50+(73¡Â16)/56=50¡¯73/896
5286:  (81x86)-7/74=6965¡¯67/74
5287:  (78x80)-90=6150
5288:  (36+40)x29=2204
5289:  84¡Â(46-1)=1¡¯13/15
5290:  82/75+(2x25)=51¡¯7/75
5291:  (28+60)-16=72
5292:  (40¡Â73)¡Â100=2/365
5293:  51/33x23+54=89¡¯6/11
5294:  7x65+14=469
5295:  (86-73)/94¡Â68=13/6392
5296:  79-(63/20+18)=57¡¯17/20
5297:  25x(87/33+73)=1890¡¯10/11
5298:  21+(87x21)=1848
5299:  45¡Â67+65=65¡¯45/67
5300:  94/90+(35¡Â55)=1¡¯337/495
5301:  89/3¡Â32+20=20¡¯89/96
5302:  (9+44)/95x45/81=53/171
5303:  (5+82)/65+17=18¡¯22/65
5304:  86/80-21¡Â37=751/1480
5305:  97/18x28¡Â7=21¡¯5/9
5306:  (69x51)/98¡Â33/59=64¡¯215/1078
5307:  98+75¡Â29=100¡¯17/29
5308:  43¡Â2x2/22=1¡¯21/22
5309:  35¡Â14/70x94/56=293¡¯3/4
5310:  30+(16+23)=69
5311:  (43/17+61)/15+40=44¡¯4/17
5312:  (59-46)-63/40=11¡¯17/40
5313:  49/81¡Â45x47=2303/3645
5314:  30¡Â(99x43)=10/1419
5315:  (45-11)+29/91=34¡¯29/91
5316:  88+3¡Â25=88¡¯3/25
5317:  65x(28+19)=3055
5318:  87+45¡Â56=87¡¯45/56
5319:  7¡Â(70x19)=1/190
5320:  60/49x(45-35)=12¡¯12/49
5321:  96+(73+5)=174
5322:  36+20/52¡Â98=36¡¯5/1274
5323:  31x(4¡Â44)=2¡¯9/11
5324:  87x(91+20)/70=137¡¯67/70
5325:  70/99¡Â(34+18)=35/2574
5326:  98x(82+3)=8330
5327:  62x(54/48x46)/11=291¡¯15/22
5328:  24+92+62=178
5329:  93/90x(55¡Â31)=1¡¯5/6
5330:  25-30¡Â3=15
5331:  84+(2/83x34)=84¡¯68/83
5332:  (14x49)¡Â63=10¡¯8/9
5333:  (61-46)¡Â73/100=20¡¯40/73
5334:  64-21x77/85=44¡¯83/85
5335:  62¡Â(22+26)=1¡¯7/24
5336:  42+75x85/84=117¡¯25/28
5337:  9-74¡Â80=8¡¯3/40
5338:  (48¡Â2)/22¡Â81=4/297
5339:  (32+82)/44+5=7¡¯13/22
5340:  12x72+92=956
5341:  61-38/55-31=29¡¯17/55
5342:  80-89¡Â83=78¡¯77/83
5343:  31x1/69x23=10¡¯1/3
5344:  87/14x83+13=528¡¯11/14
5345:  (81+36)x72=8424
5346:  39+(9/45x96)=58¡¯1/5
5347:  60¡Â63/88x3=251¡¯3/7
5348:  93/1x54¡Â85/43=2540¡¯46/85
5349:  21+11/51x28/6=22¡¯1/153
5350:  (66¡Â19)/97¡Â67/67=66/1843
5351:  56¡Â10/25¡Â90=1¡¯5/9
5352:  7¡Â85/50+77=81¡¯2/17
5353:  39-79¡Â75=37¡¯71/75
5354:  2/99+72¡Â16/56=252¡¯2/99
5355:  53¡Â22/15-17=19¡¯3/22
5356:  (42/63¡Â43)+29=29¡¯2/129
5357:  37/26¡Â(20/43+37)=1591/41886
5358:  90+1x81/69=91¡¯4/23
5359:  97x(16¡Â57)=27¡¯13/57
5360:  96-25/16+85=179¡¯7/16
5361:  43¡Â(32+75)=43/107
5362:  98¡Â(21+65)=1¡¯6/43
5363:  26-(6¡Â35)=25¡¯29/35
5364:  51+73¡Â59/81=151¡¯13/59
5365:  37x(29+28)=2109
5366:  90¡Â2x30=1350
5367:  20+60¡Â80=20¡¯3/4
5368:  (98-93)/7¡Â62=5/434
5369:  82/11+(24/5¡Â97)=7¡¯2689/5335
5370:  14/24+82/4¡Â8/21=54¡¯19/48
5371:  (96/74¡Â17)x97=7¡¯253/629
5372:  (55¡Â88)x74=46¡¯1/4
5373:  45-22+44=67
5374:  94x(94+77)=16074
5375:  (45x44)/39x89/29=155¡¯305/377
5376:  (88¡Â58)x39=59¡¯5/29
5377:  82/88x30/66+92=92¡¯205/484
5378:  (43+35)+57/16=81¡¯9/16
5379:  (68+54)+55=177
5380:  90/87-(10¡Â53)/83=1¡¯4109/127571
5381:  12+30¡Â94=12¡¯15/47
5382:  (5¡Â79)+18=18¡¯5/79
5383:  57-42-37/15=12¡¯8/15
5384:  (97+65)/70¡Â96=27/1120
5385:  (72-6)¡Â75=22/25
5386:  (50/79+37)-17=20¡¯50/79
5387:  (48¡Â63)¡Â55=16/1155
5388:  47x(93-65)=1316
5389:  (22¡Â56)¡Â46=11/1288
5390:  55/88x(93-18)/63=125/168
5391:  98+38/62x71=141¡¯16/31
5392:  60+65¡Â8=68¡¯1/8
5393:  (30+10)x4=160
5394:  (92+96)+98=286
5395:  83x3¡Â45/83=459¡¯4/15
5396:  (52/56+28)+11=39¡¯13/14
5397:  18¡Â47x71/30=213/235
5398:  (21+82)-47=56
5399:  (68x84)/10-82=489¡¯1/5
5400:  (4¡Â99)/83¡Â73=4/599841
5401:  50+64-1=113
5402:  (86+98)-6=178
5403:  (67/48¡Â6)+89/62=1¡¯5965/8928
5404:  63+(38/79x59)=91¡¯30/79
5405:  (4x76)¡Â10=30¡¯2/5
5406:  78x(59x34)=156468
5407:  (44+38)x68=5576
5408:  6/11x(92+33)=68¡¯2/11
5409:  53/75¡Â(48/84+64)=371/33900
5410:  41x(6x76)=18696
5411:  93+65+98/19=163¡¯3/19
5412:  12x(70x32)=26880
5413:  1/97¡Â(35/3¡Â61)=183/3395
5414:  52x(52+54)=5512
5415:  (31+79)+72=182
5416:  85+(25x3)=160
5417:  15/34¡Â6¡Â36/14=35/1224
5418:  (67¡Â74)+86/59=2¡¯1585/4366
5419:  5¡Â75/54¡Â96=3/80
5420:  (51/48¡Â90)¡Â30=17/43200
5421:  52x25¡Â19=68¡¯8/19
5422:  (89x98)/44+44=242¡¯5/22
5423:  56x73+77=4165
5424:  (78x35)¡Â54=50¡¯5/9
5425:  49+47-73=23
5426:  (41-31)x93=930
5427:  97x(78¡Â90)=84¡¯1/15
5428:  2x(94¡Â8)/34=47/68
5429:  50/25+(49¡Â37)/31=2¡¯49/1147
5430:  (11x87)¡Â69=13¡¯20/23
5431:  43+49x73=3620
5432:  17¡Â94¡Â32=17/3008
5433:  30x65-81=1869
5434:  (28+83)x38=4218
5435:  51¡Â(75+95)=3/10
5436:  100x91x82=746200
5437:  76x79-8=5996
5438:  (43+71)¡Â46=2¡¯11/23
5439:  39x(69/1¡Â53)=50¡¯41/53
5440:  33+89¡Â77=34¡¯12/77
5441:  36+47-61=22
5442:  36/58x25+19/36=16¡¯47/1044
5443:  97+(42¡Â83)=97¡¯42/83
5444:  64¡Â(82-47)=1¡¯29/35
5445:  51x29x27=39933
5446:  (40+4)+7=51
5447:  (34x16)¡Â94/58=335¡¯31/47
5448:  27/91x(16x4)=18¡¯90/91
5449:  (16x53)-73=775
5450:  60-7/42¡Â69=59¡¯413/414
5451:  (28-21)/100x46=3¡¯11/50
5452:  87x(37+45)=7134
5453:  80-83¡Â70=78¡¯57/70
5454:  95¡Â44/56+82=202¡¯10/11
5455:  (31x86)x1/94=28¡¯17/47
5456:  55-(89/9+85)/40=52¡¯113/180
5457:  14+44/60+78=92¡¯11/15
5458:  (96¡Â89)¡Â84/100=1¡¯177/623
5459:  (87-78)¡Â2=4¡¯1/2
5460:  67+(4¡Â78)=67¡¯2/39
5461:  77¡Â47x54=88¡¯22/47
5462:  54¡Â(13/14x84)/42=29¡¯1/13
5463:  (91+47)+8=146
5464:  69+70x55=3919
5465:  91+28-13/56=118¡¯43/56
5466:  34+(12¡Â46)=34¡¯6/23
5467:  48x57+65=2801
5468:  77+(18+16)=111
5469:  (83-76)/86x70=5¡¯30/43
5470:  (57+33)-46=44
5471:  83+(8¡Â1)=91
5472:  63/84x8x15=90
5473:  48/80x(10/64¡Â14)=3/448
5474:  96-(21¡Â70)=95¡¯7/10
5475:  (42+91)+26/28=133¡¯13/14
5476:  92x72/26-78=176¡¯10/13
5477:  (64/27+51)x67=3575¡¯22/27
5478:  (45¡Â42)/92x70=75/92
5479:  14+(9+82)=105
5480:  (77+94)+73=244
5481:  43+(68x48)=3307
5482:  48x19+91/9=922¡¯1/9
5483:  (67/50¡Â87)¡Â41=67/178350
5484:  72-(73/83¡Â94)=71¡¯7729/7802
5485:  46+83/64x20=71¡¯15/16
5486:  44¡Â(84¡Â19)=9¡¯20/21
5487:  80/85x70+67=132¡¯15/17
5488:  (45/14+40)¡Â47=605/658
5489:  63-91¡Â50=61¡¯9/50
5490:  (17x87)¡Â37=39¡¯36/37
5491:  16¡Â93x3=16/31
5492:  (95x82)/3+17=2613¡¯2/3
5493:  99¡Â(52+17)=1¡¯10/23
5494:  53/17x(27x13)=1094¡¯5/17
5495:  72/10¡Â42x76/2=6¡¯18/35
5496:  95/42x10+74=96¡¯13/21
5497:  (26¡Â28)¡Â34=13/476
5498:  31/30x16-89/29=13¡¯202/435
5499:  80+45-14=111
5500:  80x(93x84)/12=52080
5501:  (95¡Â23)x87=359¡¯8/23
5502:  51-27/46+89=139¡¯19/46
5503:  (34+64)+25=123
5504:  (23+8)¡Â92=31/92
5505:  37¡Â31¡Â22=37/682
5506:  3x74x24=5328
5507:  94+(45¡Â88)/84=94¡¯15/2464
5508:  57x(38+47)/92=52¡¯61/92
5509:  19¡Â20x76=72¡¯1/5
5510:  78+(47/72¡Â33)=78¡¯47/2376
5511:  46+92/28x74/61=49¡¯421/427
5512:  83+39/7+99=187¡¯4/7
5513:  82-(39+37)/50=80¡¯12/25
5514:  82¡Â(39x47)=82/1833
5515:  (94-29)/60x50=54¡¯1/6
5516:  84¡Â42+66=68
5517:  52-2/26-85/96=51¡¯47/1248
5518:  18+(28¡Â9)=21¡¯1/9
5519:  88-21-49=18
5520:  45¡Â70+57/89=1¡¯353/1246
5521:  55+59+48=162
5522:  49¡Â22¡Â49/96=4¡¯4/11
5523:  100/71¡Â(40/52¡Â75)=137¡¯23/71
5524:  62¡Â(68¡Â83)=75¡¯23/34
5525:  60+(24+15)=99
5526:  49x57+22=2815
5527:  51¡Â8¡Â24/41=10¡¯57/64
5528:  43x(68-65)=129
5529:  (89¡Â58)¡Â22=89/1276
5530:  (34/6¡Â68)¡Â41/15=5/164
5531:  54+(12+36)=102
5532:  80/29-(32¡Â61)=2¡¯414/1769
5533:  50x8+55=455
5534:  66-83/56-61=3¡¯29/56
5535:  19/90¡Â(23¡Â34)=323/1035
5536:  60/65x42x22=852¡¯12/13
5537:  89/65+(94+98)=193¡¯24/65
5538:  75+(78+79)/1=232
5539:  (89+77)x49=8134
5540:  (59-13)+75=121
5541:  49x55-54/32=2693¡¯5/16
5542:  23/23+(58+70)=129
5543:  18x34/53¡Â31=612/1643
5544:  79x56/21-74/80=209¡¯89/120
5545:  (100x29)x27/69=1134¡¯18/23
5546:  87-21+51/50=67¡¯1/50
5547:  55-39/37+8=61¡¯35/37
5548:  (66¡Â12)+4/67=5¡¯75/134
5549:  27+(21+72)=120
5550:  99-(30¡Â24)=97¡¯3/4
5551:  78+(21¡Â9)=80¡¯1/3
5552:  32+(34¡Â15)=34¡¯4/15
5553:  79/6x11/63+31/52=2¡¯8797/9828
5554:  70x72-66=4974
5555:  75-7/67¡Â15=74¡¯998/1005
5556:  26x(52x17)=22984
5557:  59x48/16-18=159
5558:  (96-55)-23=18
5559:  24¡Â(56¡Â45)/89=1716¡¯3/7
5560:  (93x44)+94=4186
5561:  42¡Â(43-39)/78=819
5562:  (40-21)¡Â60=19/60
5563:  (77¡Â9)x72=616
5564:  51+(32+7)=90
5565:  (16+84)x7=700
5566:  10¡Â39x2=20/39
5567:  86-(77¡Â45)=84¡¯13/45
5568:  (52x64)x33=109824
5569:  58-(40/74x21)/6=56¡¯4/37
5570:  65x57+71/53=3706¡¯18/53
5571:  85-(71¡Â97)/68=84¡¯6525/6596
5572:  (70¡Â79)+76=76¡¯70/79
5573:  (47+31)¡Â78=1
5574:  (65x48)-25=3095
5575:  (37+62)x23=2277
5576:  33¡Â(56x61)/12=99/854
5577:  65¡Â(79/21+7)=6¡¯9/226
5578:  38/74¡Â(48/97x4)=1843/7104
5579:  19+(23+78)=120
5580:  30¡Â(88x47)/45=675/2068
5581:  100+1/7x34=104¡¯6/7
5582:  (60+86)-52=94
5583:  55x70-47=3803
5584:  99x100+37/33=9901¡¯4/33
5585:  (80-53)¡Â100=27/100
5586:  13/5+(53¡Â87)=3¡¯91/435
5587:  (84-6)+21/48=78¡¯7/16
5588:  26x(17+91)=2808
5589:  26+(92x16)/77=45¡¯9/77
5590:  41x65/43x82=5082¡¯4/43
5591:  77¡Â5¡Â50=77/250
5592:  81¡Â(95¡Â62)=52¡¯82/95
5593:  42/17x31-61/5=64¡¯33/85
5594:  100¡Â(69¡Â21)=30¡¯10/23
5595:  8+30+12=50
5596:  (41/21+80)x89=7293¡¯16/21
5597:  78x1/75x86/89=1¡¯11/2225
5598:  40+(81/24x92)=350¡¯1/2
5599:  (25x48)x4/65=73¡¯11/13
5600:  39¡Â78x62=31
5601:  (48¡Â91)¡Â63=16/1911
5602:  (63x80)/24+33=243
5603:  71¡Â45x100=157¡¯7/9
5604:  98¡Â46+86=88¡¯3/23
5605:  (58+71)¡Â65=1¡¯64/65
5606:  (16+42)x64=3712
5607:  48+(37x42)=1602
5608:  (20x88)+95/44=1762¡¯7/44
5609:  51/96¡Â(100-21)=17/2528
5610:  35x(44¡Â18)=85¡¯5/9
5611:  (91/13x88)-82=534
5612:  (35/50¡Â1)¡Â46=7/460
5613:  10/13+(35-20)/71=905/923
5614:  (41+26)/72+12=12¡¯67/72
5615:  37¡Â10¡Â57/95=6¡¯1/6
5616:  (74x6)x17=7548
5617:  50/42¡Â58¡Â8=25/9744
5618:  59+33-60=32
5619:  97x39/4¡Â84=11¡¯29/112
5620:  51x28x85/58=2092¡¯22/29
5621:  54¡Â70/87¡Â3=22¡¯13/35
5622:  (77-61)¡Â31=16/31
5623:  47x(22+30)/15=162¡¯14/15
5624:  91¡Â(34-28)=15¡¯1/6
5625:  42-79/81x14=28¡¯28/81
5626:  (9¡Â81)+96=96¡¯1/9
5627:  34x(46x33)=51612
5628:  87x20x18=31320
5629:  37+(10/60+17)=54¡¯1/6
5630:  53/5x47+31=529¡¯1/5
5631:  (98+72)¡Â81/41=86¡¯4/81
5632:  82-43/32x46=20¡¯3/16
5633:  (49x98)-1=4801
5634:  68¡Â33x4=8¡¯8/33
5635:  40x(97/5x76)=58976
5636:  (46/76x17)x31=318¡¯37/38
5637:  14/84x(6/27+53)=8¡¯47/54
5638:  15x(62x91)=84630
5639:  15¡Â(77x83)=15/6391
5640:  98x(8x64)=50176
5641:  23-80¡Â79=21¡¯78/79
5642:  (56/89+47)x6=285¡¯69/89
5643:  13+(6+34)=53
5644:  89x23/87-9=14¡¯46/87
5645:  42-92/53+6=46¡¯14/53
5646:  58-(56x9)/39=45¡¯1/13
5647:  55+25+44/27=81¡¯17/27
5648:  32x(88/82¡Â32)=1¡¯3/41
5649:  67x(86+30)=7772
5650:  (10¡Â30)x88=29¡¯1/3
5651:  (18¡Â91)/58x46=414/2639
5652:  100+92x17=1664
5653:  68+8-74=2
5654:  35¡Â76+80=80¡¯35/76
5655:  (96-27)/34x22=44¡¯11/17
5656:  66/29¡Â26+32=32¡¯33/377
5657:  78-38+37=77
5658:  92+11/79+94=186¡¯11/79
5659:  (43+24)/25x46=123¡¯7/25
5660:  27/14-23¡Â40=1¡¯99/280
5661:  95¡Â63x79/70=1¡¯619/882
5662:  (33¡Â21)x3=4¡¯5/7
5663:  (33¡Â38)+26=26¡¯33/38
5664:  58-(4¡Â35)=57¡¯31/35
5665:  9x7/49x4=5¡¯1/7
5666:  22/26x78x23=1518
5667:  66¡Â(88x62)=3/248
5668:  (60¡Â70)¡Â62=3/217
5669:  (72+46)/50x24/17=3¡¯141/425
5670:  72x(38-15)/75=22¡¯2/25
5671:  90/23¡Â5/12x64/92=6¡¯282/529
5672:  66-(45¡Â98)=65¡¯53/98
5673:  (85¡Â50)¡Â61=17/610
5674:  (21x27)/29¡Â80/78=19¡¯73/1160
5675:  41+8-17=32
5676:  32x55¡Â63/45=1257¡¯1/7
5677:  28/68x(55x37)=837¡¯16/17
5678:  84x92+89/76=7729¡¯13/76
5679:  13-(62¡Â14)=8¡¯4/7
5680:  2+96/56+16/37=4¡¯38/259
5681:  58-(34¡Â62)=57¡¯14/31
5682:  26¡Â(20/19¡Â44)=1086¡¯4/5
5683:  32x(42x29)/17=2292¡¯12/17
5684:  26x(77-18)=1534
5685:  (67/22+5)+54=62¡¯1/22
5686:  (98x36)¡Â89=39¡¯57/89
5687:  (33¡Â98)x72/12=2¡¯1/49
5688:  78-45¡Â89=77¡¯44/89
5689:  84¡Â(46+44)=14/15
5690:  47¡Â100x54=25¡¯19/50
5691:  98+(41+34)=173
5692:  77/64¡Â78¡Â1=77/4992
5693:  14¡Â29+13=13¡¯14/29
5694:  72¡Â25/23¡Â74=828/925
5695:  70x92/29x28=6217¡¯27/29
5696:  (40+16)+89=145
5697:  10¡Â(69¡Â26)=3¡¯53/69
5698:  (2¡Â21)/11+32=32¡¯2/231
5699:  (56/66+92)+44=136¡¯28/33
5700:  52/41+36¡Â47=2¡¯66/1927
5701:  99/12x(12/69+93)=768¡¯63/92
5702:  (43x71)¡Â47=64¡¯45/47
5703:  84+53/28+87/49=87¡¯131/196
5704:  (65x41)x55=146575
5705:  (21x39)x36=29484
5706:  (19/67+87)x72=6284¡¯28/67
5707:  27¡Â(92/91¡Â74)/11=21739¡¯5/46
5708:  48+69-32=85
5709:  (10x50)-19=481
5710:  16+(100¡Â5)=36
5711:  (60x67)-23=3997
5712:  49-51¡Â91=48¡¯40/91
5713:  38/79+38¡Â86=3135/3397
5714:  53¡Â15x50=176¡¯2/3
5715:  12+15¡Â15=13
5716:  (89x65)/48¡Â80=1¡¯389/768
5717:  56/63+28x32=896¡¯8/9
5718:  (37+57)-18=76
5719:  (52/59¡Â66)¡Â15=26/29205
5720:  (36+85)+64=185
5721:  (96-80)¡Â24=2/3
5722:  55+(62/19¡Â54)=55¡¯31/513
5723:  (14+25)¡Â70=39/70
5724:  (24-19)+22=27
5725:  13¡Â(43x15)=13/645
5726:  7+(15/38x16)/58=7¡¯60/551
5727:  33/31x(64/31+91)/51=1¡¯15398/16337
5728:  87¡Â59x91=134¡¯11/59
5729:  6x(58+48)=636
5730:  70/80x91x62=4936¡¯3/4
5731:  95+29x54=1661
5732:  26¡Â55¡Â25=26/1375
5733:  96-68+30=58
5734:  13+(29¡Â39)/38=13¡¯29/1482
5735:  (71x51)/61¡Â57=1¡¯48/1159
5736:  (28/14x75)+38/72=150¡¯19/36
5737:  3x(93/34x30)=246¡¯3/17
5738:  87x(3+45)/6=696
5739:  84-93/32+96=177¡¯3/32
5740:  (94/12x41)¡Â58=5¡¯187/348
5741:  34¡Â(23¡Â84)=124¡¯4/23
5742:  79x55/65x76=5080¡¯4/13
5743:  71/89¡Â34+10=10¡¯71/3026
5744:  48¡Â(51/41¡Â92)=3550¡¯2/17
5745:  72-(23¡Â66)/88=71¡¯5785/5808
5746:  (70+58)x100=12800
5747:  65+78-72/74=142¡¯1/37
5748:  (24+33)-18=39
5749:  (45/52x84)/67x52/51=1¡¯121/1139
5750:  62¡Â(41¡Â95)/35=5028¡¯2/41
5751:  (43+70)/13+79=87¡¯9/13
5752:  (61-33)+55=83
5753:  10+15¡Â59=10¡¯15/59
5754:  (12x48)¡Â64=9
5755:  (84+42)x88=11088
5756:  6x(24¡Â12)=12
5757:  (2/6¡Â73)+18/50=1996/5475
5758:  25x2¡Â92/26=14¡¯3/23
5759:  (85x63)x97/37=14038¡¯29/37
5760:  (62x91)¡Â30=188¡¯1/15
5761:  73¡Â63/1+77=78¡¯10/63
5762:  (33+60)-76=17
5763:  35x(73-50)=805
5764:  (64x24)x54=82944
5765:  92+(28x31)=960
5766:  (44/65+28)x87=2494¡¯58/65
5767:  23¡Â(8+86)=23/94
5768:  41¡Â14/39¡Â67=1¡¯661/938
5769:  41x(80x15)=49200
5770:  (51x39)¡Â42=47¡¯5/14
5771:  (36-16)+53=73
5772:  97¡Â(32¡Â89)=269¡¯25/32
5773:  (6/73¡Â53)¡Â40=3/77380
5774:  81-60+96=117
5775:  65+77-100/77=140¡¯54/77
5776:  (24+18)+86=128
5777:  (70x21)¡Â39=37¡¯9/13
5778:  48+(10x3)=78
5779:  74¡Â(32-27)/96=1420¡¯4/5
5780:  9¡Â19/97+54=99¡¯18/19
5781:  64-(11/33x82)=36¡¯2/3
5782:  58+4-63/13=57¡¯2/13
5783:  (68¡Â29)¡Â72=17/522
5784:  98/61¡Â(70+33)/93=1¡¯2831/6283
5785:  40-50/22-83/61=36¡¯246/671
5786:  (44/65x76)x90=4630¡¯2/13
5787:  9-(84/8¡Â39)=8¡¯19/26
5788:  98+51/63-13=85¡¯17/21
5789:  29+(91¡Â41)=31¡¯9/41
5790:  (55x26)¡Â5/19=5434
5791:  91+(69x41)/38=165¡¯17/38
5792:  (71¡Â45)x42=66¡¯4/15
5793:  57x76+18=4350
5794:  (92-18)¡Â6=12¡¯1/3
5795:  (18x86)-59=1489
5796:  3¡Â(39-2)/17=1¡¯14/37
5797:  23/1+(52¡Â78)=23¡¯2/3
5798:  7x53-42=329
